,molecule_id,smiles,target_core,vs1,vdelta
5077,1766460299457_stgg2160,N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ncccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.823263168334961,0.1888635158538818
5078,1766460299457_stgg2902,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-c2ccccc2-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc(-n2c3ccccc3c3ccccc32)c1,1,2.8825275897979736,0.1270120739936828
5079,1766460299457_stgg4378,O=P(c1ccccc1)(c1ccccc1)c1cccc(-c2cc(-c3cc(-c4ccccc4)nc(-c4cccc(-n5c6ccccc6c6ccccc65)c4)n3)nc(-c3ccccc3-n3c4ccccc4c4ccccc43)n2)c1,1,2.999357223510742,0.1615595817565918
5080,1766460299457_stgg4156,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(C(=O)c2ccncc2)cc1C(=O)c1ccccc1,1,2.727031946182251,0.192973792552948
5081,1766460299457_stgg4207,N#Cc1cc(-n2c3ccccc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c(C#N)c1N(c1ccccc1)c1ccccc1,1,2.863328218460083,0.258076548576355
5082,1766460299457_stgg1973,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3-n3c4ccccc4c4cc(C(C)(C)C)ccc43)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)cc1,1,2.865673780441284,0.147704005241394
5083,1766460299457_stgg1894,Cc1cc(C)c(B(c2cc(-n3c4c(C)cc(C)cc4c4cc(C)cc(C)c43)ccc2-n2c3cc(N(c4ccccc4)c4ccccc4)ccc3c3cc(C)cc(C)c32)c2c(C)cc(C)cc2C)c(C)c1,1,2.770733594894409,0.0859500765800476
5084,1766460299457_stgg2743,CC(C)(C)c1ccc(C(=O)c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2)cc1,1,2.880991220474243,0.1747438311576843
5085,1766460299457_stgg1414,Cc1cc(C)c(B(c2ccc(-n3c4ccccc4c4ccccc43)cc2C)c2ccc(C)cc2C(C)C)c(C)c1,1,3.032092809677124,0.2837141454219818
5086,1766460299457_stgg4075,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cc(-n3c4c(C)cc(C)cc4c4cc(-n5c6c(C)cc(C)cc6c6cc(C)cc(C)c65)cc(C)c43)cc2C)c(C)c1,1,2.706632375717163,0.0346824526786804
5087,1766460299457_stgg4896,FC(F)(F)c1cc(C(n2c3ccccc3c3ccccc32)(n2c3ccccc3c3ccccc32)n2c3ccccc3c3ccccc32)ccc1-n1c2ccccc2c2ccccc21,1,3.323331117630005,0.3167055249214172
5088,1766460299457_stgg2791,CC(C)(C)c1cccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5cc(-c6ccccc6)ccc54)c3)n2)c1,1,2.854320764541626,0.1311033964157104
5089,1766460299457_stgg3415,CC(C)(C)c1ccc(-c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c(C#N)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c2-c2ccc(C(C)(C)C)cc2)cc1,1,3.1307625770568848,0.2438589930534362
5090,1766460299457_stgg2757,N#Cc1ccc(-c2cc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)cc2C#N)c(-n2c3ccccc3c3cc(-c4ccccc4)ccc32)c1,1,2.9785730838775635,0.1949986815452575
5091,1766460299457_stgg4266,N#Cc1ccc2c(c1)c1ccccc1n2-c1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1C(F)(F)F,1,3.1487863063812256,0.2151821255683899
5092,1766460299457_stgg2438,O=C(c1ccncc1)c1cc(-c2ccccc2)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc32)c1,1,2.8447935581207275,0.15446737408638
5093,1766460299457_stgg332,O=C(F)c1ccccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1,1,3.075312852859497,0.2200901508331298
5094,1766460299457_stgg3252,Cc1cc(C)c2c(c1)c1cc(C)c(C)cc1n2-c1ccc(-c2nc(-c3cccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)c3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)cc1,1,2.75280237197876,0.0900238752365112
5095,1766460299457_stgg1569,CC=C(c1nc(-c2ccccc2)nc(-c2ccccc2)n1)c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)ccc1-n1c2ccccc2c2cc(C(C)(C)C)ccc21,1,2.847780227661133,0.1617838442325592
5096,1766460299457_stgg662,Cc1cc(-c2ccccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2)nc(-c2cccc(P(=O)(c3ccccc3)c3ccccc3)c2)n1,1,3.0189337730407715,0.1125872135162353
5097,1766460299457_stgg3444,N#Cc1c(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3cc(Br)ccc32)c(C#N)c1-n1c2ccccc2c2ccccc21,1,2.9564971923828125,0.2716206312179565
5098,1766460299457_stgg1690,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(P(=O)(c4ccccc4)c4ccc(P(=O)(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1,1,2.824145555496216,0.2473711371421814
5099,1766460299457_stgg2007,CC(C)(C)c1ccc(-c2c(C#N)c(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,1,3.1551353931427,0.3066318929195404
5100,1766460299457_stgg1832,N#Cc1cc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(C#N)c4ccccc34)c3ccccc23)c(-n2c3ccccc3c3ccccc32)cc1C#N,1,2.601437330245972,0.2236350774765014
5101,1766460299457_stgg4402,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3C(=O)c3ccccc3)n2)c1,1,2.6820709705352783,0.1954177320003509
5102,1766460299457_stgg2194,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1cc(-c2cccc(P(=O)(c3ccccc3)c3ccccc3)c2)nc(-c2ccccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)n1,1,3.163374900817871,0.2545316219329834
5103,1766460299457_stgg3084,Cc1cc(C)cc(B(c2c(C)cc(C)cc2C)c2c(C)cccc2-n2c3ccccc3c3ccccc32)c1,1,3.0144972801208496,0.1685307919979095
5104,1766460299457_stgg4459,N#Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2cccc(-n3c4ccccc4c4ccccc43)c2)c(-n2c3ccccc3c3ccccc32)c1,1,3.16133975982666,0.21221524477005
5105,1766460299457_stgg1904,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2C#N)c1,1,3.041675329208374,0.2055633962154388
5106,1766460299457_stgg4171,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccc(-c6nc(-c7ccccc7)nc(-c7ccccc7)n6)cc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)cc3)n2)cc1,1,2.717597723007202,0.1432098746299743
5107,1766460299457_stgg578,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-c4cccc(-n5c6ccccc6c6ccccc65)c4)c(-c4cc(-n5c6ccccc6c6ccccc65)ccc4-n4c5ccccc5c5ccccc54)c3)n2)cc1,1,2.936960458755493,0.1168656945228576
5108,1766460299457_stgg1101,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cccc2-n2c3cc(C)cc(C(C)(C)C)c3c3cc(C)cc(C)c32)c(C)c1,1,2.901446580886841,0.0996890068054199
5109,1766460299457_stgg1214,Cc1cccc(-n2c3ccccc3c3cc(C(C)(C)C)ccc32)c1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,1,3.050381183624268,0.1941652297973632
5110,1766460299457_stgg4839,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1cc(-c2ccccc2)nc(-c2c(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cccc2P(=O)(c2ccccc2)c2ccccc2)n1,1,3.1407225131988525,0.2562931776046753
5111,1766460299457_stgg3776,CC(C)(C)c1ccc2c(c1)c1cccc(C(C)(C)C)c1n2-c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,1,2.7691166400909424,0.1424257159233093
5112,1766460299457_stgg3610,Cc1cc(C)c(B(c2ccc(-n3c4c(C)cc(C)cc4c4cc(C)cc(C)c43)cc2C)c2c(-n3c4ccccc4c4ccccc43)cccc2-n2c3ccccc3c3ccccc32)c(C)c1,1,2.8464877605438232,0.0912228226661682
5113,1766460299457_stgg3534,N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccc(C#N)cc32)c1,1,3.076947927474976,0.2915714383125305
5114,1766460299457_stgg4751,N#Cc1c(-n2c3ccccc3c3ccccc32)ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1-c1cccc(-n2c3ccccc3c3ccccc32)c1,1,3.153012752532959,0.1981596052646637
5115,1766460299457_stgg888,O=C(c1ccccc1)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,1,2.892270803451538,0.1416413784027099
5116,1766460299457_stgg4509,O=C(c1ccccc1)c1cc(-n2c3ccccc3c3ccccc32)cc(-c2ccccc2)c1-n1c2ccccc2c2ccccc21,1,2.878725051879883,0.1745571792125702
5117,1766460299457_stgg4403,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccncc2)c(C(C)(C)C)cc1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,1,2.8086512088775635,0.1845793724060058
5118,1766460299457_stgg1284,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccccn2)cc(N2c3ccccc3C(C)(C)c3ccccc32)c1,1,3.2848901748657227,0.2164275646209716
5119,1766460299457_stgg3074,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-c2ccccc2)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,1,2.883218288421631,0.1335600018501281
5120,1766460299457_stgg462,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)cc3N(c3ccccc3)c3ccccc3)n2)cc1,1,2.86666226387024,0.1285196542739868
5121,1766460299457_stgg1893,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccccc3c3ccccc32)c(C(C)(C)C)c1,1,3.3317854404449463,0.280384361743927
5122,1766460299457_stgg2143,Cc1cc(C)c(B(c2c(C)cc(C(C)C)cc2C(C)C)c2c(C)cc(C)cc2-n2c3ccccc3c3ccccc32)c(C)c1,1,2.962104082107544,0.1454238295555114
5123,1766460299457_stgg4529,N#Cc1cc(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c1,1,2.8490498065948486,0.256831407546997
5124,1766460299457_stgg3180,CC(C)(C)c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc4c(c3)c3ccccc3n4-c3cc(-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)cc(-c4ccccc4)c3C#N)n2)cc1,1,2.7128562927246094,0.2014298737049102
5125,1766460299457_stgg4291,CC(C)(C)c1cc(C(=O)c2ccncc2)c(-n2c3ccccc3c3ccccc32)c(N(c2ccccc2)c2ccc3c(c2)c2ccc(C(C)(C)C)cc2n3-c2ccccc2)c1,1,2.744020938873291,0.202449768781662
5126,1766460299457_stgg4604,CC(C)(C)c1ccc(-c2nc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)nc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c4c5ccccc5n(-c5ccccc5)c34)n2)cc1,1,2.96579647064209,0.2403514683246612
5127,1766460299457_stgg4820,CC(C)(C)c1ccc(-c2c(-c3ccccc3)c(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc(-c3ccccc3)c2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,1,3.256234884262085,0.2672034204006195
5128,1766460299457_stgg2799,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2cc(-c3ccccc3-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)cc1,1,3.0510618686676025,0.2439261674880981
5129,1766460299457_stgg3024,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2c(C#N)cccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,1,3.036966562271118,0.2361974418163299
5130,1766460299457_stgg1330,CC(C)(C)c1ccc(-c2c(-n3c4ccccc4c4ccccc43)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c(C#N)c2-c2ccc(C(C)(C)C)cc2)cc1,1,3.124234199523926,0.2701186835765838
5131,1766460299457_stgg4521,c1cc(-c2nc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)nc(-c3cccc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)c3)n2)cc(-n2c3ccccc3c3ccccc32)c1,1,2.804472684860229,0.0970908403396606
5132,1766460299457_stgg4821,O=C(c1ccncc1)c1c(-n2c3ccccc3c3ccccc32)ccc(-c2ccccc2)c1-n1c2ccccc2c2ccccc21,1,2.8379435539245605,0.2189154624938964
5133,1766460299457_stgg2030,CC(C)(C)c1ccc(-c2ccc3c(c2)c2cc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)ccc2n3-c2ccc(C(=O)c3ccncc3)cc2)cc1,1,2.8455286026000977,0.2243989109992981
5134,1766460299457_stgg2975,Cc1ccccc1-c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-c2ccccc2)cc1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,1,3.281744718551636,0.2718160450458526
5135,1766460299457_stgg1984,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-c2ccccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)nc(-c2cccc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)n2)n1,1,3.125518083572388,0.2895907461643219
5136,1766460299457_stgg3217,Cc1cc(-n2c3ccccc3c3ccccc32)c(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.9365901947021484,0.1228067874908447
5137,1766460299457_stgg648,COc1ccc(-c2ccc3c(c2)c2cc(-n4c5ccc(C)cc5c5cc(OC)ccc54)ccc2n3-c2ccc(C(=O)c3ccncc3)cc2)cc1,1,2.7347328662872314,0.1610002815723419
5138,1766460299457_stgg973,CC(C)(C)c1ccc2c(c1)c1cc(N(c3ccccc3)c3ccccc3)ccc1n2-c1ccc(C(=O)c2ccccc2)cc1,1,2.8627285957336426,0.2514598667621612
5139,1766460299457_stgg2400,Cc1cc(-c2cc(-c3ccccc3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)cc(-n2c3ccccc3c3ccccc32)c1,1,3.142103433609009,0.2012569010257721
5140,1766460299457_stgg231,Cc1cccc2c3cc(-c4ccccc4)ccc3n(-c3ccc(-c4ccccc4)cc3-c3nc(-c4ccccc4)nc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)n3)c12,1,2.997840166091919,0.1937494575977325
5141,1766460299457_stgg3394,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1c(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.8713748455047607,0.1272461414337158
5142,1766460299457_stgg1601,c1ccc(-c2nc(-c3ccc(-n4c5ccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)cc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)cc3)nc(-c3ccccn3)n2)cc1,1,2.704458951950073,0.1127906441688537
5143,1766460299457_stgg1896,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-c2nc(-c3ccccc3)nc(-c3ccccn3)n2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.714573621749878,0.1228885650634765
5144,1766460299457_stgg4322,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c(C)c2C)c(C)c1,1,2.902402400970459,0.1498205959796905
5145,1766460299457_stgg1354,N#Cc1ccccc1-c1cc(-n2c3ccccc3c3ccccc32)ccc1-n1c2ccccc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,1,3.1468992233276367,0.2308883070945739
5146,1766460299457_stgg4376,CC(C)(C)c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)n2)cc1,1,2.9467029571533203,0.1621025502681732
5147,1766460299457_stgg2835,c1ccc(-c2cc(-c3nc4ccccn4n3)cc(-n3c4ccccc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)c2)cc1,1,3.241109132766724,0.2788816690444946
5148,1766460299457_stgg1059,Cc1ccccc1-c1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)cc(-n2c3ccccc3c3cc(N4c5ccccc5C(C)(C)c5cc(C(C)(C)C)ccc54)ccc32)c1,1,2.624983310699463,0.022559106349945
5149,1766460299457_stgg2747,Cc1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccncc2)ccc1-n1c2ccccc2c2ccccc21,1,2.7640926837921143,0.1892856061458587
5150,1766460299457_stgg4034,N#Cc1c(-n2c3ccccc3c3ccccc32)ccc(-n2c3ccccc3c3ccccc32)c1-c1ccc(-n2c3ccccc3c3ccccc32)nc1,1,3.045046329498291,0.2432357668876648
5151,1766460299457_stgg1127,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C#N)c(N2c3ccccc3C(c3ccccc3)(c3cccc(C#N)c3)c3ccccc32)cc1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,1,2.97168231010437,0.1706087291240692
5152,1766460299457_stgg1208,CC(C)(C)c1cc(C(=O)c2cccnc2)cc(-c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.8989713191986084,0.1460486650466919
5153,1766460299457_stgg1453,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)nc(-c3ccccc3N(c3ccccc3)c3ccccc3)n2)cc1,1,2.88289761543274,0.2188604474067688
5154,1766460299457_stgg3068,N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3cc(Br)ccc32)c(-n2c3ccccc3c3ccccc32)c1,1,3.118594169616699,0.2761625051498413
5155,1766460299457_stgg3729,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2ccnc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,1,3.018949747085572,0.1913845241069793
5156,1766460299457_stgg1299,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1,1,2.8524422645568848,0.1001750826835632
5157,1766460299457_stgg3926,Brc1ccc2c(c1)c1ccccc1n2-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,3.257249116897583,0.256771981716156
5158,1766460299457_stgg2622,CC(C)(C)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(C(C)(C)C)ccc32)c(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c1,1,2.920598030090332,0.167489618062973
5159,1766460299457_stgg3578,c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)n2)nc1,1,3.077340602874756,0.2432575821876526
5160,1766460299457_stgg940,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cccc(-n6c7ccccc7c7ccccc76)c54)cc3)n2)cc1,1,2.8844382762908936,0.1581974923610687
5161,1766460299457_stgg2971,CC(C)(C)c1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.766831636428833,0.0911455750465393
5162,1766460299457_stgg632,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c1,1,2.7809500694274902,0.1231999993324279
5163,1766460299457_stgg3605,CC(C)(C)c1ccc(-c2c(C#N)c(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,1,3.2164299488067627,0.3015758097171783
5164,1766460299457_stgg764,N#Cc1c(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.7277579307556152,0.1626189351081848
5165,1766460299457_stgg2677,Cc1cc(C)c(B(c2cc(N(c3ccccc3)c3ccccc3)ccc2-n2c3c(C)cc(C)cc3c3cc(C)cc(C)c32)c2c(C)cc(C)cc2C)c(C)c1,1,2.831343173980713,0.1817321181297302
5166,1766460299457_stgg3956,CC(C)(C)c1ccc2c3ccccc3n(-c3cc(-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c3)c2c1,1,2.8730239868164062,0.1075142621994018
5167,1766460299457_stgg972,Cc1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1-c1ccnc(-c2cccc(P(=O)(c3ccccc3)c3ccccc3)c2)n1,1,3.0991132259368896,0.2410733699798584
5168,1766460299457_stgg2662,N#Cc1c(-c2ccc(-n3c4ccccc4c4cc(Br)ccc43)cc2)cccc1-n1c2ccccc2c2cc(Br)ccc21,1,3.183279037475586,0.2746799886226654
5169,1766460299457_stgg3477,CC(C)(C)c1ccc(-c2c(C#N)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c(-c3ccc(C(C)(C)C)cc3)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c2-c2ccc(C(C)(C)C)cc2)cc1,1,3.312752723693848,0.2471497952938079
5170,1766460299457_stgg737,N#Cc1c(-n2c3ccccc3c3ccccc32)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2cc(Br)ccc21,1,3.0084710121154785,0.2063671946525573
5171,1766460299457_stgg714,N#Cc1c(-c2nc(-c3ccccc3)nc(-n3c4ccccc4c4ccccc43)n2)cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1,2.801094055175781,0.1883212029933929
5172,1766460299457_stgg4450,Cc1cc(C)c(B(c2cc(C)cc(C)c2-n2c3ccccc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)c2c(C)cc(C)cc2C)c(C)c1,1,2.7207064628601074,0.1373410820960998
5173,1766460299457_stgg2387,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c3)n2)cc1,1,2.726926565170288,0.2066065669059753
5174,1766460299457_stgg1445,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccccc2)cc(-c2nc(-c3ccccc3)nc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)n2)c1,1,2.6468300819396973,0.0989913940429687
5175,1766460299457_stgg3377,CC(C)(C)c1cc(C(=O)c2ccncc2)c(-c2ccc(C(C)(C)C)cc2C(C)(C)C)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,1,2.785095453262329,0.1651027500629425
5176,1766460299457_stgg1660,Cc1cc(C)c(B(c2ccc(-n3c4ccccc4c4ccccc43)cc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2c(C)cc(C)cc2C)c(C)c1,1,2.9381208419799805,0.1705465018749237
5177,1766460299457_stgg85,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1cccc(-c2nc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)nc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)n2)c1,1,2.8167097568511963,0.1101866364479065
